mu_xi,mu_ep,mu_rho,sigma,xi,ep,rho,log_lik,lp__
0.0276996910338,0.166094580296,5.46920813173,[ 0.51078716  0.0329303   0.02306933],"[ 0.01794059  0.00123245  0.0238259   0.01512019  0.00429189  0.01210909
  0.04027813  0.00136739  0.08602595  0.12475295]","[ 0.16346832  0.16198455  0.16974472  0.16249951  0.15982323  0.15780946
  0.15681681  0.17082601  0.16915687  0.16903873]","[ 5.49655034  5.44587093  5.5269268   5.41131846  5.46082678  5.40063718
  5.26648181  5.37892943  5.23647642  5.38656867]","[-71.67988899 -77.61778256 -94.02368743 -62.37171619 -67.16344969
 -88.73181091 -81.61315824 -78.28849232 -78.17800422 -89.73012976]",-814.652843006
0.00648973255479,0.146057648222,5.36536757925,[ 0.62077536  0.17693056  0.05089164],"[ 0.01687063  0.00220773  0.00864726  0.00408659  0.00049802  0.00984074
  0.00834525  0.00284666  0.00115888  0.01531611]","[ 0.10858232  0.19107828  0.09160458  0.15583961  0.14886652  0.17507999
  0.14510959  0.21417693  0.17295301  0.09324203]","[ 5.65385189  5.63043215  5.09729681  5.14128771  5.32354233  5.73075986
  5.46672824  5.84204662  5.34423874  4.98078455]","[-71.16893439 -77.21549689 -90.65975465 -62.27950418 -67.18562162
 -88.91245663 -82.82154284 -77.69144402 -78.21168539 -89.48940132]",-807.853877472
0.0334869009216,0.129244299178,5.50297756088,[ 0.09715165  0.22132099  0.18966389],"[ 0.04259794  0.03562537  0.03166659  0.0213681   0.04296751  0.02969658
  0.02622454  0.03431589  0.0324592   0.03213909]","[ 0.09804679  0.14402532  0.12862295  0.09411011  0.13382363  0.18720525
  0.13178657  0.14840019  0.17654172  0.1748185 ]","[ 5.89379501  6.70330911  4.49584824  7.12598479  5.40869023  5.73993918
  5.12374385  5.99536536  5.18988798  4.32782847]","[-71.52511045 -77.98135993 -91.690225   -63.31440849 -68.91899126
 -88.45800141 -82.10688786 -79.02068719 -77.45360616 -89.36636656]",-808.615791737
0.017178686185,0.179064172212,5.17156277269,[ 0.38954255  0.04372703  0.26542053],"[ 0.03909993  0.00696951  0.03407907  0.01168683  0.04494269  0.02422553
  0.01044754  0.00222172  0.01101174  0.03742354]","[ 0.16601454  0.18614863  0.18784813  0.19070967  0.16090378  0.16185211
  0.16460467  0.17786685  0.1961107   0.17881474]","[ 5.12606028  6.10648691  6.81835026  5.39481461  6.22411157  6.0333678
  4.16761305  6.18754113  5.20674265  3.89270545]","[-71.11761877 -77.6349618  -97.97439547 -62.3116438  -67.8798814
 -88.31753101 -81.80141642 -77.18549222 -78.26884977 -89.1082085 ]",-813.466394036
0.0417396219663,0.116652515538,7.57305810722,[ 0.32291259  0.17194726  0.01903741],"[ 0.05618802  0.02704537  0.10754368  0.03163125  0.02225028  0.04684522
  0.08292041  0.02179538  0.05392387  0.06379847]","[ 0.13913839  0.1188782   0.13867568  0.13619516  0.12083548  0.11523838
  0.11819602  0.15294851  0.11980406  0.10082436]","[ 7.50558995  7.91310993  7.60983364  7.65556963  7.34469269  7.74142361
  7.52966371  7.58841015  7.80433154  7.35529293]","[-71.91473086 -78.85860424 -91.29088572 -62.96137341 -67.30216762
 -88.3755264  -82.54738403 -77.28582887 -77.06767594 -90.68649885]",-811.107702994
0.0391625503694,0.153699877746,5.84593948352,[ 0.3452606   0.00985673  0.0996643 ],"[ 0.08806087  0.02033075  0.06923939  0.0427005   0.01339817  0.04675218
  0.02573751  0.0261844   0.04782883  0.05810364]","[ 0.15480882  0.15107801  0.15392233  0.15459361  0.15153881  0.15360837
  0.15043494  0.15532147  0.15602828  0.15593567]","[ 6.44821017  6.30576743  5.21746564  5.61830258  5.89313754  6.49385394
  5.15831865  7.15963726  6.22898469  5.6066826 ]","[-71.69342859 -77.75592226 -91.94811195 -63.75925504 -67.21914146
 -87.75324944 -81.77599192 -77.2783083  -77.26105871 -90.58428023]",-810.036689525
0.0489810534471,0.144904143351,6.53555643494,[ 0.2121585   0.05755475  0.12261358],"[ 0.07520917  0.0443564   0.04387297  0.05043156  0.04053472  0.10699112
  0.03611283  0.05805688  0.09594721  0.09737672]","[ 0.16435409  0.16029814  0.14447456  0.14490562  0.14761945  0.1444814
  0.13149023  0.15165996  0.16888304  0.15352259]","[ 6.7376973   6.82706167  5.6814232   5.66441673  5.69582758  8.5421145
  5.45904314  6.80861035  6.4354478   6.5171299 ]","[-72.08880969 -77.8726289  -91.74689219 -64.38384039 -67.99382253
 -86.40835915 -82.03054949 -78.36095426 -77.43323348 -90.95123681]",-814.806597814
0.0185966980976,0.161563202977,5.78167704739,[ 0.59642922  0.13527479  0.16293538],"[ 0.01011314  0.003153    0.11698385  0.00023477  0.0034619   0.04744907
  0.04358844  0.00293708  0.03767754  0.14789696]","[ 0.12877518  0.15984782  0.18154948  0.14689519  0.14531433  0.15489433
  0.14740295  0.17993816  0.15321222  0.12756208]","[ 4.96982562  7.1744654   4.48626378  5.75911623  4.99689187  6.21709918
  5.65889371  5.19421715  5.09556468  5.90686603]","[-71.23304393 -79.52244682 -94.55606013 -61.39712579 -67.72120691
 -87.88257848 -81.84102813 -78.54006313 -77.54499731 -89.6697666 ]",-811.428333624
0.0168766251041,0.133082835555,5.90409511344,[ 0.5825972   0.19995357  0.11296126],"[ 0.0230114   0.03370042  0.01601957  0.00663909  0.00699909  0.11663426
  0.15674291  0.00296734  0.01468764  0.08008281]","[ 0.1430102   0.22044492  0.08289791  0.11200537  0.16147541  0.15008535
  0.17385887  0.17329335  0.13023696  0.13184498]","[ 6.51259726  5.69440419  5.00517298  6.32234849  5.78508909  6.41940751
  5.87402076  4.94654583  5.63749985  5.49872494]","[-72.02122891 -77.1859645  -91.49320622 -62.19278812 -67.2803899
 -88.44887752 -82.95348535 -79.51344488 -77.42556093 -89.11886143]",-808.386969669
0.0042915637702,0.16773264156,5.23720123451,[ 0.76615985  0.20920064  0.10124155],"[  3.75857741e-03   9.99232885e-04   3.24965221e-02   4.47932463e-03
   1.65394980e-05   2.81939471e-02   6.99379261e-02   4.35221871e-04
   8.69038796e-03   2.68225621e-02]","[ 0.14417044  0.27310114  0.09216111  0.25185321  0.14286151  0.14611333
  0.17554259  0.18157169  0.10735195  0.0892692 ]","[ 4.79752928  5.0753667   5.99998966  4.86609777  5.25489819  5.79711254
  4.77865163  5.32344539  4.93996835  5.58792342]","[-71.23604623 -77.02238946 -90.05093125 -62.99237297 -67.32653363
 -88.4503042  -81.67482131 -78.11713276 -79.43766829 -89.47800181]",-809.7259434
0.0480191654396,0.102012969797,7.17084077109,[ 0.09236587  0.13779445  0.02694961],"[ 0.04757485  0.05077223  0.04667228  0.04651127  0.05586397  0.06240857
  0.05716741  0.03567948  0.04163623  0.05043103]","[ 0.08905732  0.12991933  0.08854869  0.10450949  0.13532617  0.15253124
  0.11853326  0.15588623  0.14030725  0.06755818]","[ 7.32978707  7.52122353  6.8324986   7.27091893  6.91628813  7.12816875
  7.04301955  7.17939393  7.5490465   6.87464048]","[-70.47233869 -78.53291067 -89.82400591 -63.85403967 -68.0452214
 -87.27093667 -82.67036361 -77.40244789 -77.97954216 -89.13906911]",-815.833758249
0.0430151696027,0.15298913193,6.30204346824,[ 0.43682577  0.01172638  0.10779392],"[ 0.05776503  0.10450961  0.03166306  0.02150279  0.02013684  0.01802413
  0.1375588   0.03807406  0.0776088   0.10010323]","[ 0.1486334   0.15570202  0.15275165  0.15106118  0.15417     0.15347159
  0.15235498  0.15327838  0.15140705  0.1509702 ]","[ 6.62147844  5.93775578  5.96488419  6.1802755   6.3982486   5.86872033
  7.38699023  7.06539012  6.37370681  6.41059659]","[-71.42342537 -80.2218262  -93.09023778 -62.26285489 -67.52712322
 -88.44725039 -82.55185943 -77.53940745 -77.17176056 -90.61361038]",-810.248598482
0.0550176567362,0.111658859786,6.71982762316,[ 0.24317402  0.14832965  0.13362874],"[ 0.07270168  0.04181766  0.05921546  0.02437038  0.07118824  0.04624505
  0.01980289  0.06578889  0.03264454  0.07959869]","[ 0.09545486  0.10690019  0.10223509  0.13302669  0.11183916  0.14257992
  0.10623522  0.15042826  0.10991211  0.10099273]","[ 6.07164428  6.90326398  7.49104706  6.31265785  6.46210824  6.77408652
  5.11782514  7.14314845  6.39838697  5.1626304 ]","[-72.28141157 -79.95416186 -90.22603094 -62.42752546 -69.66123334
 -87.80178459 -83.5790126  -78.2828429  -77.41625418 -88.86840073]",-810.910604203
0.0114370066596,0.145414567527,5.1889146284,[ 0.02174981  0.04466792  0.02302053],"[ 0.0112452   0.01215983  0.01086117  0.01215267  0.01128907  0.01061893
  0.01187526  0.01192664  0.01082092  0.01094705]","[ 0.14833512  0.1593228   0.1210476   0.15277245  0.15882082  0.16049153
  0.15622839  0.15452825  0.14464245  0.14117251]","[ 5.28051481  5.04050583  5.24717823  5.22463631  5.27908149  5.13768113
  5.32078883  5.52495706  5.21097615  5.16698115]","[-71.2532091  -78.24197252 -90.83315507 -62.66003983 -67.35436726
 -88.98213924 -82.45099118 -78.97056173 -77.41931698 -91.54376627]",-821.757145399
0.0311678114009,0.184401608994,5.33416251734,[ 0.00149162  0.16146349  0.00888559],"[ 0.03098138  0.03112181  0.03112609  0.03092541  0.03111487  0.03114124
  0.03118698  0.0311525   0.03132909  0.0311874 ]","[ 0.16224488  0.20251191  0.11141201  0.20620377  0.16978794  0.1343988
  0.13962636  0.15609496  0.11207664  0.14838146]","[ 5.3101766   5.34692782  5.41378125  5.31086009  5.4601227   5.36272575
  5.33340985  5.35173649  5.2442353   5.30740649]","[-71.12629574 -77.22695656 -90.43153884 -63.36957716 -67.70539642
 -89.51010424 -81.89548282 -80.17992527 -78.78324856 -90.84500318]",-827.281086454
0.0499822026742,0.153285807646,6.75597981423,[ 0.06588762  0.1357253   0.17594587],"[ 0.04789356  0.04771137  0.0588166   0.03991076  0.04780902  0.04734528
  0.05170199  0.05019289  0.04596351  0.04019357]","[ 0.14665147  0.15685892  0.10997145  0.1412739   0.14643891  0.18253277
  0.16132846  0.18661292  0.14873927  0.13621418]","[ 6.37062121  6.41415042  7.61950204  7.3468293   7.5183022   5.94408201
  5.73240767  7.41122233  6.28880183  5.55931626]","[-71.2129445  -77.90035667 -90.76462942 -63.23891397 -68.31879207
 -87.96238765 -81.82224274 -77.71505207 -77.19507684 -90.44229175]",-804.940910615
0.0358970968475,0.147461185073,6.61923643567,[ 0.09461615  0.08692095  0.01440749],"[ 0.03115095  0.02473976  0.04080092  0.04045607  0.02395464  0.03245036
  0.03481826  0.04226836  0.02722878  0.03166515]","[ 0.16237486  0.15181776  0.09579389  0.16438232  0.1364528   0.1331702
  0.13041581  0.16151156  0.15578193  0.14410703]","[ 6.50328548  6.76087801  6.62091827  6.50300106  6.72945259  6.70192737
  6.50208585  6.68284169  6.52405657  6.505525  ]","[-72.70808294 -77.8776669  -89.97331045 -63.37759288 -67.36377439
 -88.21508173 -82.94618044 -77.76182702 -78.16667306 -94.6669315 ]",-823.390465645
0.0257729273356,0.133894166882,6.16022985802,[ 0.38972462  0.00298562  0.02296331],"[ 0.01855943  0.07050935  0.03033196  0.0098249   0.02485168  0.03090088
  0.05427506  0.05079327  0.00357666  0.03724123]","[ 0.13288279  0.13449916  0.13300916  0.13344343  0.13388081  0.13398355
  0.13436633  0.13396475  0.13365272  0.13341538]","[ 5.97798116  6.02391224  6.2901648   6.07269078  6.02367574  6.47307992
  6.12032613  6.12774801  6.15391674  6.10959675]","[-71.13511294 -79.78027413 -92.14102357 -61.82688196 -67.44617373
 -88.27343601 -82.03909624 -80.40835632 -78.26380199 -91.96317399]",-820.219960106
0.0635107879443,0.152719285177,6.48331295719,[ 0.25664235  0.00157089  0.02733026],"[ 0.07512386  0.03708568  0.07905042  0.04197244  0.0453049   0.03844754
  0.08461372  0.05322482  0.0872659   0.07023374]","[ 0.15280582  0.15350412  0.15238196  0.15298379  0.15260542  0.15263907
  0.15280141  0.15250523  0.15322028  0.15349847]","[ 6.58684975  6.70436906  6.81703982  6.11876731  6.52022163  6.85027013
  6.27091272  6.44632993  6.56886548  6.51695352]","[-71.55573431 -77.83390065 -92.14691762 -63.31616214 -67.85916636
 -87.91581186 -81.88195594 -78.67145115 -77.21603287 -92.0361984 ]",-821.525645565
0.0173136069601,0.184185413413,5.1800317041,[ 0.76840742  0.1641958   0.02733095],"[ 0.00095229  0.00034889  0.00998403  0.01325976  0.00775263  0.00044438
  0.04182295  0.00987262  0.00470713  0.03548554]","[ 0.16361444  0.24279629  0.14109109  0.20792547  0.2453945   0.144315
  0.13769452  0.21974463  0.15822782  0.14322981]","[ 5.10987444  5.14378471  4.95231997  5.21458727  5.219785    5.29669806
  5.21554612  5.03661552  5.16039879  5.17641936]","[-72.01160007 -76.85767185 -91.70540912 -62.630805   -68.5872514
 -89.01892392 -81.87365313 -78.66209303 -77.53746495 -90.06001206]",-809.45877416
0.0130488721693,0.123503863469,5.73078178188,[ 0.44121807  0.00496023  0.15516363],"[ 0.06883371  0.03047539  0.03708247  0.02458453  0.00278776  0.00065473
  0.01093265  0.00329195  0.00879634  0.01900159]","[ 0.12268828  0.12317136  0.12277279  0.12366866  0.1245911   0.12420889
  0.1230629   0.1230646   0.12408984  0.12176337]","[ 6.86850801  7.51917671  5.31629306  5.85706358  6.00784534  5.98721263
  5.91804982  6.79272462  6.17347495  4.93483353]","[-70.75715535 -78.59784328 -90.7564564  -63.37898085 -67.19824743
 -89.01160223 -83.36851216 -78.32451999 -77.79052154 -89.55587197]",-814.499153061
0.016840732812,0.129391841696,5.26535316242,[ 1.04508412  0.11644034  0.01710061],"[  1.45855044e-02   8.58520160e-03   2.37658720e-03   2.40008415e-02
   7.38878729e-03   4.41500552e-02   1.52103131e-02   8.55291317e-03
   2.31732821e-06   1.42601347e-01]","[ 0.14128066  0.11792283  0.10252294  0.14316677  0.15181177  0.1404692
  0.1271316   0.15584342  0.13007088  0.12578243]","[ 5.34114585  5.38307025  5.33147731  5.28173372  5.28449446  5.18638022
  5.16583798  5.35649847  5.28076298  5.17498958]","[-71.05326206 -80.42223275 -90.34822177 -63.57532569 -67.32129521
 -89.87283804 -82.39587026 -79.24363339 -77.6511257  -89.78265168]",-811.03665767
0.00257977266038,0.164554313512,5.25207755388,[ 1.05394109  0.12289038  0.14327966],"[  1.36132572e-02   7.91266464e-05   2.02077413e-04   3.23695588e-06
   1.01376800e-04   2.97056257e-04   8.92885232e-02   7.97121097e-05
   3.09207622e-05   2.37752346e-04]","[ 0.14923604  0.17612384  0.11790266  0.19891105  0.16774744  0.15821903
  0.16576433  0.13473571  0.17479466  0.14120147]","[ 5.12074085  6.02382723  5.30506428  5.68656566  5.06451349  5.07440986
  5.7746375   6.24814811  4.89996974  4.23191503]","[-71.09379557 -77.7751787  -90.90371403 -62.20778519 -67.23890465
 -89.08967687 -81.71291671 -78.18732132 -77.69474131 -89.32890689]",-805.422715091
0.0275986013164,0.148537501249,5.52666026121,[ 1.60305874  0.05617019  0.07733592],"[  2.75415039e-05   1.02449991e-02   4.51880445e-02   5.48881434e-04
   1.19297265e-04   3.36383805e-02   8.65879416e-02   1.12257027e-02
   7.12283346e-02   1.54096400e-05]","[ 0.1409158   0.15358444  0.13120868  0.15678053  0.14973543  0.14690531
  0.16021411  0.15206673  0.14731831  0.14130619]","[ 5.72172121  5.45916196  5.87813533  5.31397142  5.88656087  5.64990156
  5.64387065  6.22647804  5.18682138  4.47312944]","[-72.6359635  -77.9242857  -91.11552282 -61.77827737 -67.19809662
 -88.59636512 -81.71560596 -77.6894378  -78.24930699 -89.92076862]",-806.675485813
0.508513303516,0.150712151043,5.58534243708,[ 4.54239902  0.03698043  0.43046509],"[  3.99726047e-15   3.89846637e-12   5.30109330e-02   1.30663460e-05
   1.79395897e-03   2.00288196e-01   5.34983100e-03   3.45530182e-02
   7.02984011e-03   3.08697653e-04]","[ 0.16030316  0.14814874  0.14625478  0.16886083  0.1413967   0.15198177
  0.15189842  0.14242095  0.13574368  0.14792168]","[ 4.74293901  5.66542101  5.37890172  5.81754915  6.13137188  8.80015124
  4.63409967  6.5757189   6.02363167  3.98720206]","[-71.42740335 -78.05619037 -91.61125456 -61.51117281 -67.19862415
 -87.64753403 -81.8753059  -78.30501046 -77.92151891 -89.0587138 ]",-800.021298923
0.0179101349082,0.160254358658,5.66432966304,[ 0.5158931   0.10557675  0.01689912],"[ 0.04965684  0.01535916  0.02709272  0.00261923  0.04423847  0.04274044
  0.01702143  0.0052729   0.0061734   0.09197046]","[ 0.17970893  0.18697573  0.1264249   0.14643881  0.14343035  0.1752457
  0.17881852  0.17083999  0.14781858  0.14140244]","[ 5.53118523  5.58957318  5.65167223  5.5964417   5.69529291  5.71467444
  5.72135727  5.72752987  5.64029982  5.56159808]","[-71.58130807 -77.14261069 -91.05870929 -61.69242647 -68.21142159
 -88.17755904 -83.66247518 -77.73208325 -77.7551578  -89.32126206]",-807.003307095
0.0096890367264,0.167862729458,5.08126360147,[ 1.19266184  0.13508869  0.02163582],"[ 0.00053376  0.00022752  0.05499784  0.00028211  0.02444045  0.00032695
  0.00016644  0.00294662  0.0953642   0.02650305]","[ 0.13240416  0.16354691  0.13786461  0.13362083  0.1716426   0.16195041
  0.13392618  0.1946079   0.20041063  0.15401454]","[ 4.98718881  5.10285255  5.06680559  5.10787644  5.14107664  5.10816108
  5.01673892  4.99931773  5.09712235  4.97867715]","[-71.39695283 -77.78338273 -91.42598729 -63.06840048 -67.75076326
 -89.04009932 -82.60900374 -78.74311346 -78.47408849 -90.40205027]",-808.197595894
0.0483011337629,0.149716414501,5.59865961916,[ 0.12483299  0.26654597  0.00908729],"[ 0.03652105  0.03022639  0.029111    0.03853234  0.04234852  0.07259315
  0.0377264   0.02542231  0.07064417  0.06796083]","[ 0.11123621  0.215022    0.12108923  0.16290327  0.13066774  0.18625517
  0.16217854  0.1370548   0.28228823  0.08922711]","[ 5.50140071  5.60714153  5.57286661  5.52182917  5.59783618  5.65215498
  5.58421969  5.65814621  5.58449892  5.59423503]","[-71.25923115 -77.1226111  -90.72870113 -63.52018335 -68.68041428
 -88.19660768 -81.96020765 -80.35254823 -79.11308321 -88.78730659]",-819.77374695
0.0303801762423,0.157836172782,4.96222711148,[ 0.90075916  0.0657377   0.27182127],"[ 0.00637887  0.00127614  0.03534571  0.00132425  0.00324249  0.1091267
  0.08631151  0.01778167  0.02810895  0.05190798]","[ 0.17953327  0.19447303  0.14595983  0.1707432   0.16218598  0.17987271
  0.17295641  0.15205652  0.15795978  0.15426907]","[ 4.2553285   4.47236586  5.25867222  6.00179795  5.49535631  6.89938702
  5.92702666  7.52492789  4.58690144  4.44101638]","[-71.39081706 -77.80824347 -91.74359796 -61.69402072 -67.17445535
 -86.85095815 -81.75246856 -77.26515876 -78.08912546 -88.92773369]",-801.146818745
0.0460912396323,0.134922650276,5.89616922905,[ 1.52759393  0.08975273  0.0719699 ],"[  4.73735344e-03   2.20340094e-02   9.90594253e-02   1.81093972e-04
   5.40588257e-05   5.79883646e-03   8.35592257e-02   3.29885596e-08
   3.78213790e-06   9.86843208e-02]","[ 0.13089237  0.15215649  0.15221125  0.14041759  0.1401379   0.13460637
  0.15501015  0.14303193  0.1184901   0.1701911 ]","[ 5.34148052  5.7655954   6.05756382  6.26809886  6.24426812  5.72259848
  5.59797541  5.96680455  5.73465986  5.2256644 ]","[-71.34226858 -77.87474192 -91.66644953 -61.16976097 -67.29735067
 -88.83921949 -81.74182191 -78.18007108 -77.86793149 -89.58244668]",-806.617378524
0.0256235611508,0.150337987947,5.70141109443,[ 0.15028485  0.10048511  0.04329246],"[ 0.03609785  0.02836034  0.01703318  0.00921842  0.02249691  0.02522661
  0.03822985  0.01698407  0.02234198  0.02501235]","[ 0.15382225  0.17839841  0.12129572  0.16575047  0.14684302  0.15178386
  0.17492768  0.15166242  0.13237892  0.10107783]","[ 5.98247646  5.72551002  5.75088426  5.99003992  5.66062732  5.57209834
  5.42958962  5.76213898  5.35717546  5.98032866]","[-71.32109416 -77.35430352 -91.10155741 -61.88517226 -67.46125793
 -88.57778595 -81.89067093 -78.72166048 -77.500268   -90.52415788]",-813.074141107
0.0506048843338,0.174898432564,5.75014019657,[ 0.21185276  0.01852988  0.27357043],"[ 0.02175652  0.03109859  0.0190884   0.01590694  0.07020625  0.089643
  0.06216433  0.04479236  0.07855875  0.04762777]","[ 0.1760641   0.18360572  0.17530919  0.16383595  0.17489733  0.18076828
  0.18050994  0.1722752   0.17431305  0.16994429]","[ 4.58145275  5.38153912  4.90524377  5.94380561  7.60034303  5.50485484
  5.48262972  6.13298506  6.40413327  4.42078133]","[-71.2520277  -77.48376051 -93.57777741 -62.13924403 -69.36513941
 -88.76600175 -81.61382408 -78.26837943 -77.37090925 -89.17119179]",-816.517051716
0.0111751605083,0.140120301174,7.50019512243,[ 0.71365617  0.07405355  0.21144638],"[ 0.00885587  0.00818724  0.02356124  0.00757105  0.0001223   0.01618975
  0.04335048  0.01196703  0.04804261  0.07350775]","[ 0.11125275  0.12865289  0.12251403  0.14686995  0.15176593  0.13711894
  0.11867151  0.14610739  0.13689877  0.15165976]","[ 7.33659709  7.02954834  5.18414836  7.97727399  4.58076447  6.08250803
  6.07400468  6.30887384  6.2675882   6.4149384 ]","[-72.65000401 -78.81520742 -90.79148178 -63.47807366 -68.31687925
 -88.53556666 -82.40546749 -77.82935025 -77.07876205 -91.54330378]",-814.9543211
0.0451395555041,0.133410129722,6.26217798135,[ 0.25343904  0.03023214  0.09377751],"[ 0.05970252  0.04518042  0.0695563   0.02162436  0.01242699  0.08251087
  0.05785848  0.04087923  0.0779997   0.03898108]","[ 0.13191659  0.14513606  0.12616729  0.13755312  0.13439975  0.13139768
  0.13444751  0.13931533  0.14237601  0.14480172]","[ 6.70499773  7.25400391  6.88769332  5.81507963  6.1253557   7.09147078
  5.27417973  6.13764126  7.09551913  6.3177095 ]","[-70.86616465 -78.15982084 -90.952303   -62.68040931 -67.14951193
 -87.84056583 -82.04541453 -79.54003736 -77.02626218 -93.24144293]",-816.687622212
0.0176113246443,0.144320554207,5.61093211658,[ 0.04517063  0.22693884  0.08516975],"[ 0.02203167  0.01572749  0.01999074  0.01481327  0.01447255  0.01856644
  0.02091788  0.01847268  0.01775711  0.01882724]","[ 0.13471555  0.20066224  0.10268169  0.15720843  0.18257357  0.19063298
  0.16255319  0.15323599  0.15891704  0.10214703]","[ 5.83954905  5.94733045  6.02560757  5.76160742  6.01596049  5.63967477
  5.64079674  6.25153847  5.55014588  5.11274188]","[-70.95636267 -77.32881719 -90.30862833 -62.09339993 -67.94603179
 -88.8711546  -82.72567226 -77.81536689 -77.52433058 -89.45811899]",-808.28147879
0.0217198561572,0.152079848258,6.1813298222,[ 0.269872    0.11196433  0.04365439],"[ 0.02590496  0.00953992  0.03045039  0.02157764  0.03103903  0.0228689
  0.03757028  0.01154249  0.01680671  0.01752754]","[ 0.1310492   0.12738139  0.14615033  0.14321949  0.1479291   0.16948942
  0.13341669  0.16786053  0.12138435  0.106601  ]","[ 5.9478471   5.93494419  5.71478515  6.85740249  6.05428655  5.77009579
  6.41162278  6.37259217  6.03441329  6.04287768]","[-70.82043079 -78.8785718  -92.26977835 -62.27001381 -67.50089167
 -88.4293903  -82.73946214 -77.25197354 -77.47272104 -91.72055985]",-813.99195481
0.037673623363,0.156506753815,6.10549911196,[ 0.19445052  0.15709563  0.16947011],"[ 0.02168274  0.02682114  0.04364461  0.03154862  0.03778084  0.14933105
  0.04632745  0.03861703  0.05002824  0.04006655]","[ 0.13202312  0.16966398  0.12881345  0.17376761  0.16097729  0.1458592
  0.16578562  0.18601753  0.13899134  0.14213948]","[ 6.76116834  5.17856649  6.0641163   5.69825586  4.94573853  8.80437469
  4.50870001  7.15620283  6.75748753  5.33535866]","[-71.81744253 -77.97702916 -91.13104169 -63.00281714 -68.70828416
 -86.54951319 -81.74569851 -77.58115052 -77.13655027 -90.1795535 ]",-811.279842799
0.0366755608605,0.143841239379,6.01242979062,[ 0.54553906  0.18318724  0.25753597],"[ 0.00248061  0.03471058  0.04956245  0.02109242  0.01441095  0.11222162
  0.06633227  0.02932631  0.01447831  0.05083459]","[ 0.13791035  0.21754186  0.13558245  0.09987612  0.17216489  0.2672071
  0.15920704  0.11615694  0.1829524   0.13874198]","[ 4.80723762  5.83639672  5.09689528  6.74467214  5.9164344   8.99593021
  5.23823675  9.58003614  5.60116559  4.64487222]","[-71.30097063 -77.26026577 -91.29749368 -63.34266958 -67.56852361
 -86.57458083 -81.59706843 -78.25975248 -78.35973597 -88.84035496]",-804.948445417
0.0217134889258,0.178683959723,5.51238113934,[ 0.72816964  0.11580129  0.01401559],"[ 0.03261719  0.03460695  0.01412278  0.04043556  0.00211914  0.01724329
  0.03322631  0.00838505  0.00018901  0.06171833]","[ 0.17059637  0.17156412  0.14447117  0.18622552  0.19071466  0.1950601
  0.17179286  0.23683864  0.17684289  0.18665282]","[ 5.55900334  5.58475665  5.53527309  5.50087362  5.52373014  5.44324172
  5.42312461  5.66706875  5.58851579  5.4351864 ]","[-71.54404405 -77.66610353 -92.54255006 -63.58872179 -67.73275295
 -88.97551487 -81.97898298 -78.18925069 -78.99116548 -91.12773117]",-813.599006484
0.0674346768859,0.153979568689,5.62695230737,[ 1.86996514  0.05388579  0.66472145],"[  5.90678122e-02   7.45602096e-02   1.29720453e-01   3.82385817e-03
   4.67317535e-03   9.71790390e-02   5.43628434e-02   3.52441191e-06
   9.84511672e-02   6.08432643e-04]","[ 0.15168985  0.14263182  0.1372842   0.17923078  0.15432442  0.13645373
  0.15557561  0.15777009  0.13167807  0.15189622]","[ 6.52504991  7.32121724  9.45539274  5.3818972   5.7392892   9.92643768
  5.69102231  5.84517024  7.3823673   3.90361445]","[-71.4523525  -78.6991717  -91.68839284 -61.83401173 -67.16259361
 -86.43221744 -81.72762956 -77.74338747 -77.11226964 -89.01744122]",-797.715985753
0.0292852782721,0.169735300342,5.88697113419,[ 0.35435994  0.00079742  0.2310345 ],"[ 0.01342775  0.00751214  0.07436263  0.00650486  0.03166605  0.10471289
  0.03551327  0.00460706  0.03093993  0.10711169]","[ 0.1699014   0.16980175  0.16987659  0.1697028   0.16952156  0.16960104
  0.16981882  0.16982619  0.16961735  0.17008553]","[ 3.78444311  4.1272073   5.63759618  6.7894011   5.66189436  5.67974071
  5.14290694  7.49894677  5.23863666  5.24325822]","[-72.54433754 -80.20474438 -92.56713938 -62.77995654 -67.64763376
 -88.95443013 -81.58852658 -77.7926104  -77.39143352 -89.58577108]",-821.037948816
0.024395752381,0.152320156075,4.24743548797,[ 1.27394911  0.14924731  0.31940187],"[  1.01846851e-02   1.11629264e-02   1.18590457e-01   1.10208714e-03
   3.01333276e-06   4.21500778e-02   7.64654299e-02   5.34466093e-02
   7.43699770e-03   2.40157648e-02]","[ 0.21646874  0.2344092   0.14080205  0.21928478  0.11284672  0.18878129
  0.17304663  0.16503958  0.14015048  0.11197742]","[ 3.93266448  5.16036693  6.35308793  5.63022219  6.9160385   5.7195404
  5.88005917  6.05784364  5.61433521  4.40762614]","[-71.83521056 -76.84736021 -91.32410612 -62.84266313 -67.38177411
 -88.22038948 -81.75383959 -78.88827988 -77.56909833 -88.95379056]",-806.270814894
